raw_sponsor_name,cleaned_operating_name,parent_company_candidate,mapping_type,review_status,notes,dashboard_sponsor_name,parent_rollup_name_if_approved,recommended_current_use
Pentracor GmbH,Pentracor GmbH,Pentracor GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pentracor GmbH,Pentracor GmbH,Use dashboard_sponsor_name
Penumbra Inc.,Penumbra Inc.,Penumbra Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Penumbra Inc.,Penumbra Inc.,Use dashboard_sponsor_name
"Peptron, Inc.","Peptron, Inc.","Peptron, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Peptron, Inc.","Peptron, Inc.",Use dashboard_sponsor_name
"Perfuse Therapeutics, Inc.","Perfuse Therapeutics, Inc.","Perfuse Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Perfuse Therapeutics, Inc.","Perfuse Therapeutics, Inc.",Use dashboard_sponsor_name
Perfusio Corp.,Perfusio Corp.,Perfusio Corp.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Perfusio Corp.,Perfusio Corp.,Use dashboard_sponsor_name
PeriPharm,PeriPharm,PeriPharm,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PeriPharm,PeriPharm,Use dashboard_sponsor_name
"Permed Biomedical Engineering Co., Ltd","Permed Biomedical Engineering Co., Ltd","Permed Biomedical Engineering Co., Ltd",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Permed Biomedical Engineering Co., Ltd","Permed Biomedical Engineering Co., Ltd",Use dashboard_sponsor_name
Perosphere Technologies Inc.,Perosphere Technologies Inc.,Perosphere Technologies Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Perosphere Technologies Inc.,Perosphere Technologies Inc.,Use dashboard_sponsor_name
"PersonGen BioTherapeutics (Suzhou) Co., Ltd.","PersonGen BioTherapeutics  Co., Ltd.","PersonGen BioTherapeutics  Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"PersonGen BioTherapeutics  Co., Ltd.","PersonGen BioTherapeutics  Co., Ltd.",Use dashboard_sponsor_name
Peter Winch,Peter Winch,Peter Winch,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Peter Winch,Peter Winch,Use dashboard_sponsor_name
PharmaDiall Ltd.,PharmaDiall Ltd.,PharmaDiall Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PharmaDiall Ltd.,PharmaDiall Ltd.,Use dashboard_sponsor_name
PharmaEssentia Japan K.K.,PharmaEssentia Japan K.K.,PharmaEssentia Japan K.K.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PharmaEssentia Japan K.K.,PharmaEssentia Japan K.K.,Use dashboard_sponsor_name
Pharmacosmos A/S,Pharmacosmos A/S,Pharmacosmos A/S,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pharmacosmos A/S,Pharmacosmos A/S,Use dashboard_sponsor_name
Pharmanex,Pharmanex,Pharmanex,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pharmanex,Pharmanex,Use dashboard_sponsor_name
Pharmasoft,Pharmasoft,Pharmasoft,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pharmasoft,Pharmasoft,Use dashboard_sponsor_name
"Pharmazz, Inc.","Pharmazz, Inc.","Pharmazz, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Pharmazz, Inc.","Pharmazz, Inc.",Use dashboard_sponsor_name
Pharming Technologies B.V.,Pharming Technologies B.V.,Pharming Technologies B.V.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pharming Technologies B.V.,Pharming Technologies B.V.,Use dashboard_sponsor_name
Pharmosa Biopharm Inc.,Pharmosa Biopharm Inc.,Pharmosa Biopharm Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pharmosa Biopharm Inc.,Pharmosa Biopharm Inc.,Use dashboard_sponsor_name
Pharvaris Netherlands B.V.,Pharvaris Netherlands B.V.,Pharvaris Netherlands B.V.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pharvaris Netherlands B.V.,Pharvaris Netherlands B.V.,Use dashboard_sponsor_name
PhaseBio Pharmaceuticals Inc.,PhaseBio Pharmaceuticals Inc.,PhaseBio Pharmaceuticals Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PhaseBio Pharmaceuticals Inc.,PhaseBio Pharmaceuticals Inc.,Use dashboard_sponsor_name
"PhenoNet, Inc.","PhenoNet, Inc.","PhenoNet, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"PhenoNet, Inc.","PhenoNet, Inc.",Use dashboard_sponsor_name
Phenox GmbH,Phenox GmbH,Phenox GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Phenox GmbH,Phenox GmbH,Use dashboard_sponsor_name
Philip Morris Products S.A.,Philip Morris Products S.A.,Philip Morris Products S.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Philip Morris Products S.A.,Philip Morris Products S.A.,Use dashboard_sponsor_name
"Philips (China) Investment CO., LTD","Philips  Investment CO., LTD","Philips  Investment CO., LTD",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Philips  Investment CO., LTD","Philips  Investment CO., LTD",Use dashboard_sponsor_name
Philips Electronics Nederland B.V. acting through Philips CTO organization,Philips Electronics Nederland B.V. acting through Philips CTO organization,Philips Electronics Nederland B.V. acting through Philips CTO organization,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Philips Electronics Nederland B.V. acting through Philips CTO organization,Philips Electronics Nederland B.V. acting through Philips CTO organization,Use dashboard_sponsor_name
Philips Portuguesa S.A.,Philips Portuguesa S.A.,Philips Portuguesa S.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Philips Portuguesa S.A.,Philips Portuguesa S.A.,Use dashboard_sponsor_name
Pieris Australia Pty Ltd,Pieris Australia Pty Ltd,Pieris Australia Pty Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pieris Australia Pty Ltd,Pieris Australia Pty Ltd,Use dashboard_sponsor_name
Pierre Fabre Dermo Cosmetique,Pierre Fabre Dermo Cosmetique,Pierre Fabre Dermo Cosmetique,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pierre Fabre Dermo Cosmetique,Pierre Fabre Dermo Cosmetique,Use dashboard_sponsor_name
Pierre Fabre Medicament,Pierre Fabre Medicament,Pierre Fabre Medicament,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pierre Fabre Medicament,Pierre Fabre Medicament,Use dashboard_sponsor_name
"Pinotbio, Inc.","Pinotbio, Inc.","Pinotbio, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Pinotbio, Inc.","Pinotbio, Inc.",Use dashboard_sponsor_name
Pivot Health Technologies Inc.,Pivot Health Technologies Inc.,Pivot Health Technologies Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Pivot Health Technologies Inc.,Pivot Health Technologies Inc.,Use dashboard_sponsor_name
PlaqueTec Ltd,PlaqueTec Ltd,PlaqueTec Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PlaqueTec Ltd,PlaqueTec Ltd,Use dashboard_sponsor_name
Plastic Surgery Group AG by Prof. Jian Farhadi,Plastic Surgery Group AG by Prof. Jian Farhadi,Plastic Surgery Group AG by Prof. Jian Farhadi,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Plastic Surgery Group AG by Prof. Jian Farhadi,Plastic Surgery Group AG by Prof. Jian Farhadi,Use dashboard_sponsor_name
"Pliant Therapeutics, Inc.","Pliant Therapeutics, Inc.","Pliant Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Pliant Therapeutics, Inc.","Pliant Therapeutics, Inc.",Use dashboard_sponsor_name
"Podimetrics, Inc.","Podimetrics, Inc.","Podimetrics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Podimetrics, Inc.","Podimetrics, Inc.",Use dashboard_sponsor_name
"Polaryx Therapeutics, Inc.","Polaryx Therapeutics, Inc.","Polaryx Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Polaryx Therapeutics, Inc.","Polaryx Therapeutics, Inc.",Use dashboard_sponsor_name
"Poliklinika Agel, Dopravni zdravotnictvi a.s.","Poliklinika Agel, Dopravni zdravotnictvi a.s.","Poliklinika Agel, Dopravni zdravotnictvi a.s.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Poliklinika Agel, Dopravni zdravotnictvi a.s.","Poliklinika Agel, Dopravni zdravotnictvi a.s.",Use dashboard_sponsor_name
Poly Medicure Limited,Poly Medicure Limited,Poly Medicure Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Poly Medicure Limited,Poly Medicure Limited,Use dashboard_sponsor_name
PolyNovo Biomaterials Pty Ltd.,PolyNovo Biomaterials Pty Ltd.,PolyNovo Biomaterials Pty Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PolyNovo Biomaterials Pty Ltd.,PolyNovo Biomaterials Pty Ltd.,Use dashboard_sponsor_name
Polymedics Innovations Inc.,Polymedics Innovations Inc.,Polymedics Innovations Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Polymedics Innovations Inc.,Polymedics Innovations Inc.,Use dashboard_sponsor_name
"Poseida Therapeutics, Inc.","Poseida Therapeutics, Inc.","Poseida Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Poseida Therapeutics, Inc.","Poseida Therapeutics, Inc.",Use dashboard_sponsor_name
Power Life Sciences Inc.,Power Life Sciences Inc.,Power Life Sciences Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Power Life Sciences Inc.,Power Life Sciences Inc.,Use dashboard_sponsor_name
"PrECOG, LLC.","PrECOG, LLC.","PrECOG, LLC.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"PrECOG, LLC.","PrECOG, LLC.",Use dashboard_sponsor_name
PranaQ Pte. Ltd.,PranaQ Pte. Ltd.,PranaQ Pte. Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PranaQ Pte. Ltd.,PranaQ Pte. Ltd.,Use dashboard_sponsor_name
Precordior Ltd,Precordior Ltd,Precordior Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Precordior Ltd,Precordior Ltd,Use dashboard_sponsor_name
Prelude Therapeutics,Prelude Therapeutics,Prelude Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Prelude Therapeutics,Prelude Therapeutics,Use dashboard_sponsor_name
Presage,Presage,Presage,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Presage,Presage,Use dashboard_sponsor_name
"Profusa, Inc.","Profusa, Inc.","Profusa, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Profusa, Inc.","Profusa, Inc.",Use dashboard_sponsor_name
"ProgenaCare Global, LLC","ProgenaCare Global, LLC","ProgenaCare Global, LLC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"ProgenaCare Global, LLC","ProgenaCare Global, LLC",Use dashboard_sponsor_name
Progenitec Inc.,Progenitec Inc.,Progenitec Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Progenitec Inc.,Progenitec Inc.,Use dashboard_sponsor_name
Prolacta Bioscience,Prolacta Bioscience,Prolacta Bioscience,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Prolacta Bioscience,Prolacta Bioscience,Use dashboard_sponsor_name
"Prolocor, Inc","Prolocor, Inc","Prolocor, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Prolocor, Inc","Prolocor, Inc",Use dashboard_sponsor_name
Prolong Pharmaceuticals,Prolong Pharmaceuticals,Prolong Pharmaceuticals,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Prolong Pharmaceuticals,Prolong Pharmaceuticals,Use dashboard_sponsor_name
Protembis GmbH,Protembis GmbH,Protembis GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Protembis GmbH,Protembis GmbH,Use dashboard_sponsor_name
"Protexa Endovascular, Inc.","Protexa Endovascular, Inc.","Protexa Endovascular, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Protexa Endovascular, Inc.","Protexa Endovascular, Inc.",Use dashboard_sponsor_name
"Pulmoquine Therapeutics, Inc","Pulmoquine Therapeutics, Inc","Pulmoquine Therapeutics, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Pulmoquine Therapeutics, Inc","Pulmoquine Therapeutics, Inc",Use dashboard_sponsor_name
"Pulmovant, Inc.","Pulmovant, Inc.","Pulmovant, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Pulmovant, Inc.","Pulmovant, Inc.",Use dashboard_sponsor_name
"Pulnovo Medical (Wuxi) Co., Ltd.","Pulnovo Medical  Co., Ltd.","Pulnovo Medical  Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Pulnovo Medical  Co., Ltd.","Pulnovo Medical  Co., Ltd.",Use dashboard_sponsor_name
"Pulnovo Medical, Inc.","Pulnovo Medical, Inc.","Pulnovo Medical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Pulnovo Medical, Inc.","Pulnovo Medical, Inc.",Use dashboard_sponsor_name
"Pulse Biosciences, Inc.","Pulse Biosciences, Inc.","Pulse Biosciences, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Pulse Biosciences, Inc.","Pulse Biosciences, Inc.",Use dashboard_sponsor_name
"Pulse Medical Imaging Technology (Shanghai) Co., Ltd","Pulse Medical Imaging Technology  Co., Ltd","Pulse Medical Imaging Technology  Co., Ltd",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Pulse Medical Imaging Technology  Co., Ltd","Pulse Medical Imaging Technology  Co., Ltd",Use dashboard_sponsor_name
PulseAI Ltd,PulseAI Ltd,PulseAI Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PulseAI Ltd,PulseAI Ltd,Use dashboard_sponsor_name
Puzzle Medical Devices Inc.,Puzzle Medical Devices Inc.,Puzzle Medical Devices Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Puzzle Medical Devices Inc.,Puzzle Medical Devices Inc.,Use dashboard_sponsor_name
QVITI S.A.,QVITI S.A.,QVITI S.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,QVITI S.A.,QVITI S.A.,Use dashboard_sponsor_name
"Qilu Pharmaceutical (Hainan) Co., Ltd.","Qilu Pharmaceutical  Co., Ltd.","Qilu Pharmaceutical  Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Qilu Pharmaceutical  Co., Ltd.","Qilu Pharmaceutical  Co., Ltd.",Use dashboard_sponsor_name
"Qilu Pharmaceutical Co., Ltd.","Qilu Pharmaceutical Co., Ltd.","Qilu Pharmaceutical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Qilu Pharmaceutical Co., Ltd.","Qilu Pharmaceutical Co., Ltd.",Use dashboard_sponsor_name
Qilu Puget Sound Biotherapeutics (dba Sound Biologics),Qilu Puget Sound Biotherapeutics ,Qilu Puget Sound Biotherapeutics ,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Qilu Puget Sound Biotherapeutics ,Qilu Puget Sound Biotherapeutics ,Use dashboard_sponsor_name
"Qlaris Bio, Inc.","Qlaris Bio, Inc.","Qlaris Bio, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Qlaris Bio, Inc.","Qlaris Bio, Inc.",Use dashboard_sponsor_name
Qmedics AG,Qmedics AG,Qmedics AG,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Qmedics AG,Qmedics AG,Use dashboard_sponsor_name
QualiMed Innovative Medizinprodukte GmbH,QualiMed Innovative Medizinprodukte GmbH,QualiMed Innovative Medizinprodukte GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,QualiMed Innovative Medizinprodukte GmbH,QualiMed Innovative Medizinprodukte GmbH,Use dashboard_sponsor_name
"Quality Living, Inc.","Quality Living, Inc.","Quality Living, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Quality Living, Inc.","Quality Living, Inc.",Use dashboard_sponsor_name
Quell Therapeutics Limited,Quell Therapeutics Limited,Quell Therapeutics Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Quell Therapeutics Limited,Quell Therapeutics Limited,Use dashboard_sponsor_name
Quercis Pharma AG,Quercis Pharma AG,Quercis Pharma AG,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Quercis Pharma AG,Quercis Pharma AG,Use dashboard_sponsor_name
Quince Therapeutics S.p.A.,Quince Therapeutics S.p.A.,Quince Therapeutics S.p.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Quince Therapeutics S.p.A.,Quince Therapeutics S.p.A.,Use dashboard_sponsor_name
"Qure Healthcare, LLC","Qure Healthcare, LLC","Qure Healthcare, LLC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Qure Healthcare, LLC","Qure Healthcare, LLC",Use dashboard_sponsor_name
R-Pharm,R-Pharm,R-Pharm,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,R-Pharm,R-Pharm,Use dashboard_sponsor_name
"R-Pharm Overseas, Inc.","R-Pharm Overseas, Inc.","R-Pharm Overseas, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"R-Pharm Overseas, Inc.","R-Pharm Overseas, Inc.",Use dashboard_sponsor_name
R3 Vascular Inc.,R3 Vascular Inc.,R3 Vascular Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,R3 Vascular Inc.,R3 Vascular Inc.,Use dashboard_sponsor_name
"REDNVIA Co., Ltd.","REDNVIA Co., Ltd.","REDNVIA Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"REDNVIA Co., Ltd.","REDNVIA Co., Ltd.",Use dashboard_sponsor_name
"REEM (Shenzhen) Healthcare Co., Ltd","REEM  Healthcare Co., Ltd","REEM  Healthcare Co., Ltd",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"REEM  Healthcare Co., Ltd","REEM  Healthcare Co., Ltd",Use dashboard_sponsor_name
REEV LLC,REEV LLC,REEV LLC,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,REEV LLC,REEV LLC,Use dashboard_sponsor_name
"RETINA-AI Health, Inc.","RETINA-AI Health, Inc.","RETINA-AI Health, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"RETINA-AI Health, Inc.","RETINA-AI Health, Inc.",Use dashboard_sponsor_name
"REVA Medical, Inc.","REVA Medical, Inc.","REVA Medical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"REVA Medical, Inc.","REVA Medical, Inc.",Use dashboard_sponsor_name
RHA Investments Ltd,RHA Investments Ltd,RHA Investments Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,RHA Investments Ltd,RHA Investments Ltd,Use dashboard_sponsor_name
RHEACELL GmbH & Co. KG,RHEACELL GmbH & Co. KG,RHEACELL GmbH & Co. KG,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,RHEACELL GmbH & Co. KG,RHEACELL GmbH & Co. KG,Use dashboard_sponsor_name
"ROM Technologies, INC","ROM Technologies, INC","ROM Technologies, INC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"ROM Technologies, INC","ROM Technologies, INC",Use dashboard_sponsor_name
Raban Jeger,Raban Jeger,Raban Jeger,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Raban Jeger,Raban Jeger,Use dashboard_sponsor_name
"RadiRad Co., Ltd.","RadiRad Co., Ltd.","RadiRad Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"RadiRad Co., Ltd.","RadiRad Co., Ltd.",Use dashboard_sponsor_name
"Radius Health, Inc.","Radius Health, Inc.","Radius Health, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Radius Health, Inc.","Radius Health, Inc.",Use dashboard_sponsor_name
"RapidPulse, Inc","RapidPulse, Inc","RapidPulse, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"RapidPulse, Inc","RapidPulse, Inc",Use dashboard_sponsor_name
"ReAlta Life Sciences, Inc.","ReAlta Life Sciences, Inc.","ReAlta Life Sciences, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"ReAlta Life Sciences, Inc.","ReAlta Life Sciences, Inc.",Use dashboard_sponsor_name
ReCode Therapeutics,ReCode Therapeutics,ReCode Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,ReCode Therapeutics,ReCode Therapeutics,Use dashboard_sponsor_name
"ReCor Medical, Inc.","ReCor Medical, Inc.","ReCor Medical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"ReCor Medical, Inc.","ReCor Medical, Inc.",Use dashboard_sponsor_name
"ReFlow Medical, Inc.","ReFlow Medical, Inc.","ReFlow Medical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"ReFlow Medical, Inc.","ReFlow Medical, Inc.",Use dashboard_sponsor_name
ReNeuron Limited,ReNeuron Limited,ReNeuron Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,ReNeuron Limited,ReNeuron Limited,Use dashboard_sponsor_name
ReValve Solutions Inc.,ReValve Solutions Inc.,ReValve Solutions Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,ReValve Solutions Inc.,ReValve Solutions Inc.,Use dashboard_sponsor_name
"Recardio, Inc.","Recardio, Inc.","Recardio, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Recardio, Inc.","Recardio, Inc.",Use dashboard_sponsor_name
"Recross Cardio, Inc.","Recross Cardio, Inc.","Recross Cardio, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Recross Cardio, Inc.","Recross Cardio, Inc.",Use dashboard_sponsor_name
Recursion Pharmaceuticals Inc.,Recursion Pharmaceuticals Inc.,Recursion Pharmaceuticals Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Recursion Pharmaceuticals Inc.,Recursion Pharmaceuticals Inc.,Use dashboard_sponsor_name
RedDress Ltd.,RedDress Ltd.,RedDress Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,RedDress Ltd.,RedDress Ltd.,Use dashboard_sponsor_name
Regor Pharmaceuticals Inc.,Regor Pharmaceuticals Inc.,Regor Pharmaceuticals Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Regor Pharmaceuticals Inc.,Regor Pharmaceuticals Inc.,Use dashboard_sponsor_name
Rehab Werida,Rehab Werida,Rehab Werida,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Rehab Werida,Rehab Werida,Use dashboard_sponsor_name
Rehabilitation Centre Zivot,Rehabilitation Centre Zivot,Rehabilitation Centre Zivot,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Rehabilitation Centre Zivot,Rehabilitation Centre Zivot,Use dashboard_sponsor_name
"Relay Therapeutics, Inc.","Relay Therapeutics, Inc.","Relay Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Relay Therapeutics, Inc.","Relay Therapeutics, Inc.",Use dashboard_sponsor_name
"RemeGen Co., Ltd.","RemeGen Co., Ltd.","RemeGen Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"RemeGen Co., Ltd.","RemeGen Co., Ltd.",Use dashboard_sponsor_name
"Remedy Robotics, Inc.","Remedy Robotics, Inc.","Remedy Robotics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Remedy Robotics, Inc.","Remedy Robotics, Inc.",Use dashboard_sponsor_name
Remote Cardiac Enablement,Remote Cardiac Enablement,Remote Cardiac Enablement,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Remote Cardiac Enablement,Remote Cardiac Enablement,Use dashboard_sponsor_name
Reponex Pharmaceuticals A/S,Reponex Pharmaceuticals A/S,Reponex Pharmaceuticals A/S,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Reponex Pharmaceuticals A/S,Reponex Pharmaceuticals A/S,Use dashboard_sponsor_name
"Reprieve Cardiovascular, Inc","Reprieve Cardiovascular, Inc","Reprieve Cardiovascular, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Reprieve Cardiovascular, Inc","Reprieve Cardiovascular, Inc",Use dashboard_sponsor_name
"Reprise Biomedical, Inc.","Reprise Biomedical, Inc.","Reprise Biomedical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Reprise Biomedical, Inc.","Reprise Biomedical, Inc.",Use dashboard_sponsor_name
Research on Healthcare Performance Lab U1290,Research on Healthcare Performance Lab U1290,Research on Healthcare Performance Lab U1290,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Research on Healthcare Performance Lab U1290,Research on Healthcare Performance Lab U1290,Use dashboard_sponsor_name
ResoTher Pharma,ResoTher Pharma,ResoTher Pharma,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,ResoTher Pharma,ResoTher Pharma,Use dashboard_sponsor_name
